base_binaria,top_variables,type_encoding,sacar_pas_0,sacar_buenos_aires,minutos_retraso,balanceo,modelo,f1_score_retrasos,recal_retrasos,precision_retrasos,total_accuracy
True,True,target,True,True,15,Oversampling,Decision Tree,0.251,0.536,0.164,0.646
True,True,target,True,True,15,Smote,Decision Tree,0.243,0.436,0.169,0.7
True,True,target,True,True,15,Oversampling,Random forest,0.251,0.538,0.163,0.644
True,True,target,True,True,15,Smote,Random forest,0.245,0.446,0.169,0.695
True,True,target,True,True,15,Oversampling,XG Boost,0.265,0.566,0.173,0.652
True,True,target,True,True,15,Smote,XG Boost,0.263,0.469,0.182,0.708
True,True,target,True,True,15,Oversampling,RegresiÃ³n logÃ­stica,0.265,0.526,0.177,0.676
True,True,target,True,True,15,Oversampling,SGD,0.262,0.361,0.205,0.775
True,True,target,True,True,15,Smote,RegresiÃ³n logÃ­stica,0.264,0.529,0.176,0.674
True,True,target,True,True,15,Smote,SGD,0.262,0.36,0.205,0.774
True,True,target,True,True,30,Oversampling,Decision Tree,0.174,0.503,0.105,0.671
True,True,target,True,True,30,Smote,Decision Tree,0.167,0.372,0.108,0.744
True,True,target,True,True,30,Oversampling,Random forest,0.172,0.501,0.104,0.667
True,True,target,True,True,30,Smote,Random forest,0.17,0.382,0.109,0.743
True,True,target,True,True,30,Oversampling,XG Boost,0.199,0.563,0.121,0.687
True,True,target,True,True,30,Smote,XG Boost,0.195,0.402,0.129,0.77
True,True,target,True,True,30,Oversampling,RegresiÃ³n logÃ­stica,0.208,0.502,0.132,0.737
True,True,target,True,True,30,Oversampling,SGD,0.219,0.424,0.148,0.792
True,True,target,True,True,30,Smote,RegresiÃ³n logÃ­stica,0.208,0.501,0.131,0.737
True,True,target,True,True,30,Smote,SGD,0.219,0.424,0.148,0.792
True,True,target,True,True,60,Oversampling,Decision Tree,0.108,0.508,0.06,0.695
True,True,target,True,True,60,Smote,Decision Tree,0.106,0.281,0.066,0.829
True,True,target,True,True,60,Oversampling,Random forest,0.108,0.517,0.061,0.692
True,True,target,True,True,60,Smote,Random forest,0.108,0.288,0.066,0.827
True,True,target,True,True,60,Oversampling,XG Boost,0.119,0.536,0.067,0.714
True,True,target,True,True,60,Smote,XG Boost,0.125,0.291,0.08,0.853
True,True,target,True,True,60,Oversampling,RegresiÃ³n logÃ­stica,0.132,0.537,0.075,0.745
True,True,target,True,True,60,Oversampling,SGD,0.134,0.424,0.08,0.802
True,True,target,True,True,60,Smote,RegresiÃ³n logÃ­stica,0.132,0.539,0.075,0.742
True,True,target,True,True,60,Smote,SGD,0.134,0.424,0.08,0.802
True,True,target,True,False,15,Oversampling,Decision Tree,0.268,0.545,0.177,0.66
True,True,target,True,False,15,Smote,Decision Tree,0.263,0.456,0.185,0.709
True,True,target,True,False,15,Oversampling,Random forest,0.268,0.548,0.178,0.659
True,True,target,True,False,15,Smote,Random forest,0.267,0.469,0.186,0.706
True,True,target,True,False,15,Oversampling,XG Boost,0.291,0.576,0.195,0.68
True,True,target,True,False,15,Smote,XG Boost,0.29,0.476,0.208,0.734
True,True,target,True,False,15,Oversampling,RegresiÃ³n logÃ­stica,0.283,0.531,0.193,0.692
True,True,target,True,False,15,Oversampling,SGD,0.28,0.389,0.218,0.772
True,True,target,True,False,15,Smote,RegresiÃ³n logÃ­stica,0.282,0.532,0.192,0.691
True,True,target,True,False,15,Smote,SGD,0.279,0.389,0.218,0.771
True,True,target,True,False,30,Oversampling,Decision Tree,0.187,0.487,0.116,0.696
True,True,target,True,False,30,Smote,Decision Tree,0.184,0.372,0.122,0.762
True,True,target,True,False,30,Oversampling,Random forest,0.187,0.489,0.115,0.694
True,True,target,True,False,30,Smote,Random forest,0.184,0.377,0.122,0.76
True,True,target,True,False,30,Oversampling,XG Boost,0.199,0.554,0.122,0.68
True,True,target,True,False,30,Smote,XG Boost,0.207,0.375,0.143,0.793
True,True,target,True,False,30,Oversampling,RegresiÃ³n logÃ­stica,0.213,0.489,0.136,0.74
True,True,target,True,False,30,Oversampling,SGD,0.219,0.423,0.148,0.783
True,True,target,True,False,30,Smote,RegresiÃ³n logÃ­stica,0.213,0.492,0.136,0.739
True,True,target,True,False,30,Smote,SGD,0.219,0.423,0.148,0.783
True,True,target,True,False,60,Oversampling,Decision Tree,0.112,0.475,0.063,0.711
True,True,target,True,False,60,Smote,Decision Tree,0.097,0.257,0.06,0.817
True,True,target,True,False,60,Oversampling,Random forest,0.111,0.474,0.063,0.708
True,True,target,True,False,60,Smote,Random forest,0.097,0.259,0.06,0.816
True,True,target,True,False,60,Oversampling,XG Boost,0.128,0.544,0.073,0.717
True,True,target,True,False,60,Smote,XG Boost,0.125,0.273,0.081,0.853
True,True,target,True,False,60,Oversampling,RegresiÃ³n logÃ­stica,0.142,0.521,0.082,0.759
True,True,target,True,False,60,Oversampling,SGD,0.142,0.444,0.084,0.794
True,True,target,True,False,60,Smote,RegresiÃ³n logÃ­stica,0.143,0.524,0.083,0.759
True,True,target,True,False,60,Smote,SGD,0.142,0.447,0.084,0.793
True,True,target,False,True,15,Oversampling,Decision Tree,0.25,0.532,0.164,0.647
True,True,target,False,True,15,Smote,Decision Tree,0.243,0.436,0.169,0.7
True,True,target,False,True,15,Oversampling,Random forest,0.251,0.537,0.164,0.645
True,True,target,False,True,15,Smote,Random forest,0.245,0.446,0.169,0.695
True,True,target,False,True,15,Oversampling,XG Boost,0.266,0.569,0.173,0.652
True,True,target,False,True,15,Smote,XG Boost,0.263,0.469,0.182,0.708
True,True,target,False,True,15,Oversampling,RegresiÃ³n logÃ­stica,0.265,0.529,0.177,0.675
True,True,target,False,True,15,Oversampling,SGD,0.262,0.361,0.206,0.775
True,True,target,False,True,15,Smote,RegresiÃ³n logÃ­stica,0.264,0.529,0.176,0.674
True,True,target,False,True,15,Smote,SGD,0.262,0.36,0.205,0.774
True,True,target,False,True,30,Oversampling,Decision Tree,0.174,0.512,0.105,0.664
True,True,target,False,True,30,Smote,Decision Tree,0.167,0.372,0.108,0.744
True,True,target,False,True,30,Oversampling,Random forest,0.174,0.513,0.105,0.663
True,True,target,False,True,30,Smote,Random forest,0.17,0.382,0.109,0.743
True,True,target,False,True,30,Oversampling,XG Boost,0.197,0.567,0.119,0.681
True,True,target,False,True,30,Smote,XG Boost,0.195,0.402,0.129,0.77
True,True,target,False,True,30,Oversampling,RegresiÃ³n logÃ­stica,0.208,0.501,0.131,0.736
True,True,target,False,True,30,Oversampling,SGD,0.219,0.424,0.148,0.792
True,True,target,False,True,30,Smote,RegresiÃ³n logÃ­stica,0.208,0.501,0.131,0.737
True,True,target,False,True,30,Smote,SGD,0.219,0.424,0.148,0.792
True,True,target,False,True,60,Oversampling,Decision Tree,0.108,0.515,0.061,0.694
True,True,target,False,True,60,Smote,Decision Tree,0.106,0.281,0.066,0.829
True,True,target,False,True,60,Oversampling,Random forest,0.109,0.517,0.061,0.694
True,True,target,False,True,60,Smote,Random forest,0.108,0.288,0.066,0.827
True,True,target,False,True,60,Oversampling,XG Boost,0.119,0.54,0.067,0.712
True,True,target,False,True,60,Smote,XG Boost,0.125,0.291,0.08,0.853
True,True,target,False,True,60,Oversampling,RegresiÃ³n logÃ­stica,0.132,0.537,0.075,0.745
True,True,target,False,True,60,Oversampling,SGD,0.134,0.424,0.08,0.802
True,True,target,False,True,60,Smote,RegresiÃ³n logÃ­stica,0.132,0.539,0.075,0.742
True,True,target,False,True,60,Smote,SGD,0.134,0.424,0.08,0.802
True,True,target,False,False,15,Oversampling,Decision Tree,0.269,0.545,0.178,0.661
True,True,target,False,False,15,Smote,Decision Tree,0.263,0.456,0.185,0.709
True,True,target,False,False,15,Oversampling,Random forest,0.269,0.55,0.178,0.66
True,True,target,False,False,15,Smote,Random forest,0.267,0.469,0.186,0.706
True,True,target,False,False,15,Oversampling,XG Boost,0.291,0.569,0.196,0.684
True,True,target,False,False,15,Smote,XG Boost,0.29,0.476,0.208,0.734
True,True,target,False,False,15,Oversampling,RegresiÃ³n logÃ­stica,0.283,0.527,0.193,0.695
True,True,target,False,False,15,Oversampling,SGD,0.28,0.389,0.218,0.772
True,True,target,False,False,15,Smote,RegresiÃ³n logÃ­stica,0.282,0.532,0.192,0.691
True,True,target,False,False,15,Smote,SGD,0.279,0.389,0.218,0.771
True,True,target,False,False,30,Oversampling,Decision Tree,0.185,0.499,0.114,0.684
True,True,target,False,False,30,Smote,Decision Tree,0.184,0.372,0.122,0.762
True,True,target,False,False,30,Oversampling,Random forest,0.184,0.5,0.113,0.681
True,True,target,False,False,30,Smote,Random forest,0.184,0.377,0.122,0.76
True,True,target,False,False,30,Oversampling,XG Boost,0.203,0.547,0.125,0.692
True,True,target,False,False,30,Smote,XG Boost,0.207,0.375,0.143,0.793
True,True,target,False,False,30,Oversampling,RegresiÃ³n logÃ­stica,0.212,0.491,0.136,0.738
True,True,target,False,False,30,Oversampling,SGD,0.219,0.423,0.148,0.784
True,True,target,False,False,30,Smote,RegresiÃ³n logÃ­stica,0.213,0.492,0.136,0.739
True,True,target,False,False,30,Smote,SGD,0.219,0.423,0.148,0.783
True,True,target,False,False,60,Oversampling,Decision Tree,0.108,0.477,0.061,0.699
True,True,target,False,False,60,Smote,Decision Tree,0.097,0.257,0.06,0.817
True,True,target,False,False,60,Oversampling,Random forest,0.108,0.476,0.061,0.699
True,True,target,False,False,60,Smote,Random forest,0.097,0.259,0.06,0.816
True,True,target,False,False,60,Oversampling,XG Boost,0.129,0.56,0.073,0.709
True,True,target,False,False,60,Smote,XG Boost,0.125,0.273,0.081,0.853
True,True,target,False,False,60,Oversampling,RegresiÃ³n logÃ­stica,0.142,0.52,0.082,0.76
True,True,target,False,False,60,Oversampling,SGD,0.142,0.447,0.085,0.793
True,True,target,False,False,60,Smote,RegresiÃ³n logÃ­stica,0.143,0.524,0.083,0.759
True,True,target,False,False,60,Smote,SGD,0.142,0.447,0.084,0.793
True,True,label,True,True,15,Oversampling,Decision Tree,0.254,0.54,0.166,0.647
True,True,label,True,True,15,Smote,Decision Tree,0.242,0.446,0.166,0.69
True,True,label,True,True,15,Oversampling,Random forest,0.253,0.543,0.165,0.646
True,True,label,True,True,15,Smote,Random forest,0.245,0.456,0.167,0.688
True,True,label,True,True,15,Oversampling,XG Boost,0.269,0.565,0.177,0.66
True,True,label,True,True,15,Smote,XG Boost,0.264,0.473,0.183,0.708
True,True,label,True,True,15,Oversampling,RegresiÃ³n logÃ­stica,0.243,0.414,0.172,0.714
True,True,label,True,True,15,Oversampling,SGD,0.231,0.298,0.189,0.78
True,True,label,True,True,15,Smote,RegresiÃ³n logÃ­stica,0.243,0.414,0.172,0.714
True,True,label,True,True,15,Smote,SGD,0.231,0.298,0.189,0.78
True,True,label,True,True,30,Oversampling,Decision Tree,0.179,0.511,0.109,0.677
True,True,label,True,True,30,Smote,Decision Tree,0.172,0.385,0.111,0.744
True,True,label,True,True,30,Oversampling,Random forest,0.178,0.513,0.107,0.672
True,True,label,True,True,30,Smote,Random forest,0.175,0.395,0.112,0.743
True,True,label,True,True,30,Oversampling,XG Boost,0.196,0.549,0.119,0.689
True,True,label,True,True,30,Smote,XG Boost,0.197,0.411,0.129,0.768
True,True,label,True,True,30,Oversampling,RegresiÃ³n logÃ­stica,0.19,0.462,0.119,0.727
True,True,label,True,True,30,Oversampling,SGD,0.196,0.349,0.137,0.803
True,True,label,True,True,30,Smote,RegresiÃ³n logÃ­stica,0.191,0.458,0.121,0.732
True,True,label,True,True,30,Smote,SGD,0.196,0.349,0.137,0.803
True,True,label,True,True,60,Oversampling,Decision Tree,0.11,0.515,0.061,0.698
True,True,label,True,True,60,Smote,Decision Tree,0.105,0.296,0.064,0.818
True,True,label,True,True,60,Oversampling,Random forest,0.109,0.515,0.061,0.697
True,True,label,True,True,60,Smote,Random forest,0.107,0.304,0.065,0.816
True,True,label,True,True,60,Oversampling,XG Boost,0.119,0.533,0.067,0.715
True,True,label,True,True,60,Smote,XG Boost,0.127,0.305,0.08,0.849
True,True,label,True,True,60,Oversampling,RegresiÃ³n logÃ­stica,0.121,0.494,0.069,0.74
True,True,label,True,True,60,Oversampling,SGD,0.127,0.366,0.077,0.817
True,True,label,True,True,60,Smote,RegresiÃ³n logÃ­stica,0.12,0.489,0.068,0.74
True,True,label,True,True,60,Smote,SGD,0.127,0.366,0.077,0.817
True,True,label,True,False,15,Oversampling,Decision Tree,0.27,0.543,0.18,0.665
True,True,label,True,False,15,Smote,Decision Tree,0.263,0.456,0.185,0.709
True,True,label,True,False,15,Oversampling,Random forest,0.27,0.547,0.179,0.662
True,True,label,True,False,15,Smote,Random forest,0.267,0.471,0.187,0.706
True,True,label,True,False,15,Oversampling,XG Boost,0.289,0.565,0.194,0.683
True,True,label,True,False,15,Smote,XG Boost,0.292,0.497,0.206,0.724
True,True,label,True,False,15,Oversampling,RegresiÃ³n logÃ­stica,0.255,0.425,0.182,0.717
True,True,label,True,False,15,Oversampling,SGD,0.236,0.298,0.195,0.78
True,True,label,True,False,15,Smote,RegresiÃ³n logÃ­stica,0.255,0.425,0.182,0.717
True,True,label,True,False,15,Smote,SGD,0.236,0.298,0.195,0.78
True,True,label,True,False,30,Oversampling,Decision Tree,0.184,0.499,0.112,0.681
True,True,label,True,False,30,Smote,Decision Tree,0.181,0.378,0.119,0.754
True,True,label,True,False,30,Oversampling,Random forest,0.183,0.499,0.112,0.679
True,True,label,True,False,30,Smote,Random forest,0.184,0.391,0.12,0.751
True,True,label,True,False,30,Oversampling,XG Boost,0.204,0.534,0.126,0.7
True,True,label,True,False,30,Smote,XG Boost,0.204,0.397,0.138,0.778
True,True,label,True,False,30,Oversampling,RegresiÃ³n logÃ­stica,0.19,0.446,0.12,0.726
True,True,label,True,False,30,Oversampling,SGD,0.192,0.329,0.136,0.801
True,True,label,True,False,30,Smote,RegresiÃ³n logÃ­stica,0.19,0.446,0.12,0.726
True,True,label,True,False,30,Smote,SGD,0.192,0.329,0.136,0.801
True,True,label,True,False,60,Oversampling,Decision Tree,0.109,0.479,0.062,0.7
True,True,label,True,False,60,Smote,Decision Tree,0.101,0.28,0.062,0.809
True,True,label,True,False,60,Oversampling,Random forest,0.109,0.473,0.061,0.703
True,True,label,True,False,60,Smote,Random forest,0.1,0.28,0.061,0.808
True,True,label,True,False,60,Oversampling,XG Boost,0.129,0.535,0.073,0.724
True,True,label,True,False,60,Smote,XG Boost,0.129,0.321,0.08,0.833
True,True,label,True,False,60,Oversampling,RegresiÃ³n logÃ­stica,0.125,0.489,0.071,0.737
True,True,label,True,False,60,Oversampling,SGD,0.124,0.341,0.075,0.815
True,True,label,True,False,60,Smote,RegresiÃ³n logÃ­stica,0.124,0.491,0.071,0.735
True,True,label,True,False,60,Smote,SGD,0.124,0.341,0.075,0.815
True,True,label,False,True,15,Oversampling,Decision Tree,0.253,0.553,0.164,0.639
True,True,label,False,True,15,Smote,Decision Tree,0.242,0.446,0.166,0.69
True,True,label,False,True,15,Oversampling,Random forest,0.253,0.555,0.164,0.637
True,True,label,False,True,15,Smote,Random forest,0.245,0.456,0.167,0.688
True,True,label,False,True,15,Oversampling,XG Boost,0.268,0.567,0.176,0.657
True,True,label,False,True,15,Smote,XG Boost,0.264,0.473,0.183,0.708
True,True,label,False,True,15,Oversampling,RegresiÃ³n logÃ­stica,0.243,0.415,0.172,0.714
True,True,label,False,True,15,Oversampling,SGD,0.231,0.298,0.189,0.78
True,True,label,False,True,15,Smote,RegresiÃ³n logÃ­stica,0.243,0.414,0.172,0.714
True,True,label,False,True,15,Smote,SGD,0.231,0.298,0.189,0.78
True,True,label,False,True,30,Oversampling,Decision Tree,0.177,0.506,0.107,0.674
True,True,label,False,True,30,Smote,Decision Tree,0.172,0.385,0.111,0.744
True,True,label,False,True,30,Oversampling,Random forest,0.175,0.508,0.106,0.669
True,True,label,False,True,30,Smote,Random forest,0.175,0.395,0.112,0.743
True,True,label,False,True,30,Oversampling,XG Boost,0.197,0.542,0.12,0.694
True,True,label,False,True,30,Smote,XG Boost,0.197,0.411,0.129,0.768
True,True,label,False,True,30,Oversampling,RegresiÃ³n logÃ­stica,0.191,0.461,0.121,0.731
True,True,label,False,True,30,Oversampling,SGD,0.196,0.349,0.137,0.803
True,True,label,False,True,30,Smote,RegresiÃ³n logÃ­stica,0.191,0.458,0.121,0.732
True,True,label,False,True,30,Smote,SGD,0.196,0.349,0.137,0.803
True,True,label,False,True,60,Oversampling,Decision Tree,0.11,0.506,0.062,0.705
True,True,label,False,True,60,Smote,Decision Tree,0.105,0.296,0.064,0.818
True,True,label,False,True,60,Oversampling,Random forest,0.111,0.516,0.062,0.7
True,True,label,False,True,60,Smote,Random forest,0.107,0.304,0.065,0.816
True,True,label,False,True,60,Oversampling,XG Boost,0.121,0.541,0.068,0.715
True,True,label,False,True,60,Smote,XG Boost,0.127,0.305,0.08,0.849
True,True,label,False,True,60,Oversampling,RegresiÃ³n logÃ­stica,0.121,0.496,0.069,0.74
True,True,label,False,True,60,Oversampling,SGD,0.127,0.366,0.077,0.817
True,True,label,False,True,60,Smote,RegresiÃ³n logÃ­stica,0.12,0.489,0.068,0.74
True,True,label,False,True,60,Smote,SGD,0.127,0.366,0.077,0.817
True,True,label,False,False,15,Oversampling,Decision Tree,0.271,0.539,0.181,0.668
True,True,label,False,False,15,Smote,Decision Tree,0.263,0.456,0.185,0.709
True,True,label,False,False,15,Oversampling,Random forest,0.27,0.546,0.18,0.664
True,True,label,False,False,15,Smote,Random forest,0.267,0.471,0.187,0.706
True,True,label,False,False,15,Oversampling,XG Boost,0.29,0.582,0.193,0.674
True,True,label,False,False,15,Smote,XG Boost,0.292,0.497,0.206,0.724
True,True,label,False,False,15,Oversampling,RegresiÃ³n logÃ­stica,0.255,0.425,0.182,0.717
True,True,label,False,False,15,Oversampling,SGD,0.236,0.298,0.195,0.78
True,True,label,False,False,15,Smote,RegresiÃ³n logÃ­stica,0.255,0.425,0.182,0.717
True,True,label,False,False,15,Smote,SGD,0.236,0.298,0.195,0.78
True,True,label,False,False,30,Oversampling,Decision Tree,0.184,0.508,0.112,0.676
True,True,label,False,False,30,Smote,Decision Tree,0.181,0.378,0.119,0.754
True,True,label,False,False,30,Oversampling,Random forest,0.184,0.511,0.112,0.675
True,True,label,False,False,30,Smote,Random forest,0.184,0.391,0.12,0.751
True,True,label,False,False,30,Oversampling,XG Boost,0.202,0.523,0.125,0.703
True,True,label,False,False,30,Smote,XG Boost,0.204,0.397,0.138,0.778
True,True,label,False,False,30,Oversampling,RegresiÃ³n logÃ­stica,0.189,0.444,0.12,0.726
True,True,label,False,False,30,Oversampling,SGD,0.192,0.329,0.136,0.801
True,True,label,False,False,30,Smote,RegresiÃ³n logÃ­stica,0.19,0.446,0.12,0.726
True,True,label,False,False,30,Smote,SGD,0.192,0.329,0.136,0.801
True,True,label,False,False,60,Oversampling,Decision Tree,0.111,0.484,0.062,0.702
True,True,label,False,False,60,Smote,Decision Tree,0.101,0.28,0.062,0.809
True,True,label,False,False,60,Oversampling,Random forest,0.11,0.483,0.062,0.701
True,True,label,False,False,60,Smote,Random forest,0.1,0.28,0.061,0.808
True,True,label,False,False,60,Oversampling,XG Boost,0.128,0.522,0.073,0.727
True,True,label,False,False,60,Smote,XG Boost,0.129,0.321,0.08,0.833
True,True,label,False,False,60,Oversampling,RegresiÃ³n logÃ­stica,0.125,0.476,0.072,0.744
True,True,label,False,False,60,Oversampling,SGD,0.124,0.341,0.075,0.815
True,True,label,False,False,60,Smote,RegresiÃ³n logÃ­stica,0.124,0.491,0.071,0.735
True,True,label,False,False,60,Smote,SGD,0.124,0.341,0.075,0.815
True,False,target,True,True,15,Oversampling,Decision Tree,0.204,0.206,0.203,0.821
True,False,target,True,True,15,Smote,Decision Tree,0.191,0.21,0.176,0.802
True,False,target,True,True,15,Oversampling,Random forest,0.173,0.12,0.313,0.872
True,False,target,True,True,15,Smote,Random forest,0.138,0.088,0.326,0.878
True,False,target,True,True,15,Oversampling,XG Boost,0.29,0.527,0.2,0.712
True,False,target,True,True,15,Smote,XG Boost,0.075,0.04,0.519,0.889
True,False,target,True,True,15,Oversampling,RegresiÃ³n logÃ­stica,0.277,0.575,0.182,0.664
True,False,target,True,True,15,Oversampling,SGD,0.254,0.342,0.202,0.776
True,False,target,True,True,15,Smote,RegresiÃ³n logÃ­stica,0.274,0.575,0.18,0.66
True,False,target,True,True,15,Smote,SGD,0.255,0.344,0.202,0.775
True,False,target,True,True,30,Oversampling,Decision Tree,0.129,0.13,0.129,0.879
True,False,target,True,True,30,Smote,Decision Tree,0.139,0.16,0.123,0.863
True,False,target,True,True,30,Oversampling,Random forest,0.107,0.068,0.251,0.921
True,False,target,True,True,30,Smote,Random forest,0.094,0.056,0.284,0.925
True,False,target,True,True,30,Oversampling,XG Boost,0.219,0.516,0.139,0.745
True,False,target,True,True,30,Smote,XG Boost,0.044,0.023,0.409,0.93
True,False,target,True,True,30,Oversampling,RegresiÃ³n logÃ­stica,0.203,0.554,0.124,0.698
True,False,target,True,True,30,Oversampling,SGD,0.206,0.385,0.141,0.794
True,False,target,True,True,30,Smote,RegresiÃ³n logÃ­stica,0.2,0.563,0.122,0.688
True,False,target,True,True,30,Smote,SGD,0.207,0.386,0.141,0.794
True,False,target,True,True,60,Oversampling,Decision Tree,0.083,0.083,0.082,0.933
True,False,target,True,True,60,Smote,Decision Tree,0.088,0.102,0.077,0.923
True,False,target,True,True,60,Oversampling,Random forest,0.04,0.023,0.154,0.96
True,False,target,True,True,60,Smote,Random forest,0.033,0.018,0.155,0.961
True,False,target,True,True,60,Oversampling,XG Boost,0.135,0.432,0.08,0.799
True,False,target,True,True,60,Smote,XG Boost,0.013,0.007,0.261,0.963
True,False,target,True,True,60,Oversampling,RegresiÃ³n logÃ­stica,0.126,0.588,0.071,0.703
True,False,target,True,True,60,Oversampling,SGD,0.13,0.395,0.078,0.807
True,False,target,True,True,60,Smote,RegresiÃ³n logÃ­stica,0.127,0.589,0.071,0.704
True,False,target,True,True,60,Smote,SGD,0.13,0.394,0.078,0.807
True,False,target,True,False,15,Oversampling,Decision Tree,0.193,0.193,0.193,0.819
True,False,target,True,False,15,Smote,Decision Tree,0.197,0.217,0.18,0.802
True,False,target,True,False,15,Oversampling,Random forest,0.177,0.123,0.314,0.872
True,False,target,True,False,15,Smote,Random forest,0.141,0.089,0.349,0.879
True,False,target,True,False,15,Oversampling,XG Boost,0.289,0.539,0.197,0.703
True,False,target,True,False,15,Smote,XG Boost,0.089,0.048,0.558,0.889
True,False,target,True,False,15,Oversampling,RegresiÃ³n logÃ­stica,0.276,0.58,0.181,0.66
True,False,target,True,False,15,Oversampling,SGD,0.268,0.365,0.212,0.777
True,False,target,True,False,15,Smote,RegresiÃ³n logÃ­stica,0.275,0.581,0.18,0.658
True,False,target,True,False,15,Smote,SGD,0.268,0.365,0.212,0.777
True,False,target,True,False,30,Oversampling,Decision Tree,0.145,0.147,0.144,0.879
True,False,target,True,False,30,Smote,Decision Tree,0.149,0.168,0.133,0.866
True,False,target,True,False,30,Oversampling,Random forest,0.108,0.068,0.264,0.922
True,False,target,True,False,30,Smote,Random forest,0.094,0.056,0.292,0.925
True,False,target,True,False,30,Oversampling,XG Boost,0.22,0.512,0.14,0.747
True,False,target,True,False,30,Smote,XG Boost,0.044,0.023,0.521,0.93
True,False,target,True,False,30,Oversampling,RegresiÃ³n logÃ­stica,0.21,0.581,0.128,0.695
True,False,target,True,False,30,Oversampling,SGD,0.216,0.403,0.147,0.796
True,False,target,True,False,30,Smote,RegresiÃ³n logÃ­stica,0.209,0.577,0.127,0.695
True,False,target,True,False,30,Smote,SGD,0.218,0.413,0.148,0.793
True,False,target,True,False,60,Oversampling,Decision Tree,0.099,0.098,0.099,0.934
True,False,target,True,False,60,Smote,Decision Tree,0.126,0.152,0.108,0.923
True,False,target,True,False,60,Oversampling,Random forest,0.067,0.04,0.205,0.959
True,False,target,True,False,60,Smote,Random forest,0.046,0.026,0.193,0.96
True,False,target,True,False,60,Oversampling,XG Boost,0.136,0.423,0.081,0.802
True,False,target,True,False,60,Smote,XG Boost,0.037,0.019,0.548,0.963
True,False,target,True,False,60,Oversampling,RegresiÃ³n logÃ­stica,0.132,0.596,0.074,0.712
True,False,target,True,False,60,Oversampling,SGD,0.139,0.421,0.084,0.809
True,False,target,True,False,60,Smote,RegresiÃ³n logÃ­stica,0.131,0.602,0.074,0.707
True,False,target,True,False,60,Smote,SGD,0.139,0.42,0.083,0.809
True,False,target,False,True,15,Oversampling,Decision Tree,0.195,0.197,0.192,0.819
True,False,target,False,True,15,Smote,Decision Tree,0.202,0.223,0.185,0.805
True,False,target,False,True,15,Oversampling,Random forest,0.167,0.117,0.291,0.871
True,False,target,False,True,15,Smote,Random forest,0.146,0.093,0.336,0.879
True,False,target,False,True,15,Oversampling,XG Boost,0.295,0.542,0.202,0.713
True,False,target,False,True,15,Smote,XG Boost,0.087,0.047,0.539,0.89
True,False,target,False,True,15,Oversampling,RegresiÃ³n logÃ­stica,0.275,0.584,0.18,0.66
True,False,target,False,True,15,Oversampling,SGD,0.265,0.364,0.209,0.777
True,False,target,False,True,15,Smote,RegresiÃ³n logÃ­stica,0.275,0.59,0.18,0.656
True,False,target,False,True,15,Smote,SGD,0.264,0.361,0.208,0.777
True,False,target,False,True,30,Oversampling,Decision Tree,0.147,0.148,0.145,0.881
True,False,target,False,True,30,Smote,Decision Tree,0.148,0.168,0.131,0.866
True,False,target,False,True,30,Oversampling,Random forest,0.108,0.069,0.254,0.922
True,False,target,False,True,30,Smote,Random forest,0.094,0.057,0.28,0.925
True,False,target,False,True,30,Oversampling,XG Boost,0.222,0.525,0.14,0.745
True,False,target,False,True,30,Smote,XG Boost,0.047,0.025,0.426,0.93
True,False,target,False,True,30,Oversampling,RegresiÃ³n logÃ­stica,0.205,0.592,0.124,0.682
True,False,target,False,True,30,Oversampling,SGD,0.221,0.424,0.15,0.794
True,False,target,False,True,30,Smote,RegresiÃ³n logÃ­stica,0.205,0.593,0.124,0.682
True,False,target,False,True,30,Smote,SGD,0.222,0.425,0.15,0.794
True,False,target,False,True,60,Oversampling,Decision Tree,0.096,0.096,0.095,0.934
True,False,target,False,True,60,Smote,Decision Tree,0.122,0.143,0.107,0.926
True,False,target,False,True,60,Oversampling,Random forest,0.038,0.022,0.14,0.96
True,False,target,False,True,60,Smote,Random forest,0.033,0.019,0.136,0.96
True,False,target,False,True,60,Oversampling,XG Boost,0.141,0.448,0.083,0.802
True,False,target,False,True,60,Smote,XG Boost,0.017,0.009,0.32,0.963
True,False,target,False,True,60,Oversampling,RegresiÃ³n logÃ­stica,0.131,0.608,0.073,0.708
True,False,target,False,True,60,Oversampling,SGD,0.137,0.43,0.082,0.804
True,False,target,False,True,60,Smote,RegresiÃ³n logÃ­stica,0.129,0.61,0.072,0.703
True,False,target,False,True,60,Smote,SGD,0.137,0.427,0.081,0.805
True,False,target,False,False,15,Oversampling,Decision Tree,0.211,0.217,0.205,0.815
True,False,target,False,False,15,Smote,Decision Tree,0.212,0.233,0.194,0.802
True,False,target,False,False,15,Oversampling,Random forest,0.205,0.146,0.349,0.872
True,False,target,False,False,15,Smote,Random forest,0.173,0.112,0.375,0.877
True,False,target,False,False,15,Oversampling,XG Boost,0.315,0.578,0.217,0.714
True,False,target,False,False,15,Smote,XG Boost,0.118,0.066,0.538,0.887
True,False,target,False,False,15,Oversampling,RegresiÃ³n logÃ­stica,0.294,0.594,0.195,0.674
True,False,target,False,False,15,Oversampling,SGD,0.281,0.39,0.219,0.772
True,False,target,False,False,15,Smote,RegresiÃ³n logÃ­stica,0.293,0.594,0.194,0.672
True,False,target,False,False,15,Smote,SGD,0.282,0.392,0.22,0.772
True,False,target,False,False,30,Oversampling,Decision Tree,0.168,0.169,0.166,0.879
